transaction,date,item_code,item,quantity,unit,payment_type,price,income
151103/JL/UTM/0822,08/30/2022 11:30:47,10001,PHOTO COPY HVS F4/A4S 70 GR,250.0,Sheet,Deposit Payment,"300,00",75000.0
151109/JL/UTM/0822,08/30/2022 12:54:25,10001,PHOTO COPY HVS F4/A4S 70 GR,177.0,Sheet,Deposit Payment,"250,00",44250.0
151113/JL/UTM/0822,08/30/2022 13:01:32,10001,PHOTO COPY HVS F4/A4S 70 GR,58.0,Sheet,Deposit Payment,"300,00",17400.0
151115/JL/UTM/0822,08/30/2022 13:06:29,10001,PHOTO COPY HVS F4/A4S 70 GR,1000.0,Sheet,Deposit Payment,"250,00",250000.0
151117/JL/UTM/0822,08/30/2022 13:41:29,10001,PHOTO COPY HVS F4/A4S 70 GR,500.0,Sheet,Deposit Payment,"250,00",125000.0
151123/JL/UTM/0822,08/30/2022 14:29:32,10001,PHOTO COPY HVS F4/A4S 70 GR,60.0,Sheet,Deposit Payment,"300,00",18000.0
151131/JL/UTM/0822,08/30/2022 15:16:59,10001,PHOTO COPY HVS F4/A4S 70 GR,172.0,Sheet,Deposit Payment,"250,00",43000.0
151144/JL/UTM/0822,08/30/2022 16:04:46,10001,PHOTO COPY HVS F4/A4S 70 GR,180.0,Sheet,Deposit Payment,"250,00",45000.0
151155/JL/UTM/0822,08/30/2022 17:45:15,10001,PHOTO COPY HVS F4/A4S 70 GR,117.0,Sheet,Deposit Payment,"250,00",29250.0
151156/JL/UTM/0822,08/30/2022 17:46:34,10001,PHOTO COPY HVS F4/A4S 70 GR,27.0,Sheet,Deposit Payment,"250,00",6750.0
151164/JL/UTM/0822,08/31/2022 09:45:43,10001,PHOTO COPY HVS F4/A4S 70 GR,38.0,Sheet,Deposit Payment,"300,00",11400.0
151165/JL/UTM/0822,08/31/2022 09:47:07,10001,PHOTO COPY HVS F4/A4S 70 GR,440.0,Sheet,Deposit Payment,"300,00",132000.0
151171/JL/UTM/0822,08/31/2022 10:13:15,10001,PHOTO COPY HVS F4/A4S 70 GR,20.0,Sheet,Deposit Payment,"250,00",5000.0
151172/JL/UTM/0822,08/31/2022 10:18:20,10001,PHOTO COPY HVS F4/A4S 70 GR,2.0,Sheet,Deposit Payment,"250,00",500.0
151177/JL/UTM/0822,08/31/2022 10:33:21,10001,PHOTO COPY HVS F4/A4S 70 GR,4253.0,Sheet,Deposit Payment,"300,00",1275900.0
151186/JL/UTM/0822,08/31/2022 11:38:11,10001,PHOTO COPY HVS F4/A4S 70 GR,80.0,Sheet,Deposit Payment,"250,00",20000.0
151187/JL/UTM/0822,08/31/2022 11:47:04,10001,PHOTO COPY HVS F4/A4S 70 GR,92.0,Sheet,Deposit Payment,"300,00",27600.0
151207/JL/UTM/0822,08/31/2022 13:00:09,10001,PHOTO COPY HVS F4/A4S 70 GR,768.0,Sheet,Deposit Payment,"300,00",230400.0
151209/JL/UTM/0822,08/31/2022 13:02:42,10001,PHOTO COPY HVS F4/A4S 70 GR,2580.0,Sheet,Deposit Payment,"250,00",645000.0
151217/JL/UTM/0822,08/31/2022 13:40:19,10001,PHOTO COPY HVS F4/A4S 70 GR,1906.0,Sheet,Deposit Payment,"300,00",571800.0
151217/JL/UTM/0822,08/31/2022 13:40:19,10002,PHOTO COPY HVS A3 70 GR,1526.0,Sheet,Deposit Payment,"750,00",1144500.0
151221/JL/UTM/0822,08/31/2022 13:59:17,10001,PHOTO COPY HVS F4/A4S 70 GR,2970.0,Sheet,Deposit Payment,"300,00",891000.0
151225/JL/UTM/0822,08/31/2022 15:00:41,10001,PHOTO COPY HVS F4/A4S 70 GR,49.0,Sheet,Deposit Payment,"250,00",12250.0
151232/JL/UTM/0822,08/31/2022 15:50:46,10001,PHOTO COPY HVS F4/A4S 70 GR,200.0,Sheet,Deposit Payment,"250,00",50000.0
151234/JL/UTM/0822,08/31/2022 15:52:21,10001,PHOTO COPY HVS F4/A4S 70 GR,17318.0,Sheet,Deposit Payment,"300,00",5195400.0
151236/JL/UTM/0822,08/31/2022 15:57:01,10001,PHOTO COPY HVS F4/A4S 70 GR,7840.0,Sheet,Deposit Payment,"300,00",2352000.0
151242/JL/UTM/0822,08/31/2022 16:30:31,10001,PHOTO COPY HVS F4/A4S 70 GR,40.0,Sheet,Deposit Payment,"400,00",16000.0
151252/JL/UTM/0922,09/01/2022 09:32:56,10001,PHOTO COPY HVS F4/A4S 70 GR,31.0,Sheet,Deposit Payment,"250,00",7750.0
151254/JL/UTM/0922,09/01/2022 09:57:00,10001,PHOTO COPY HVS F4/A4S 70 GR,108.0,Sheet,Deposit Payment,"250,00",27000.0
151266/JL/UTM/0922,09/01/2022 11:04:15,10001,PHOTO COPY HVS F4/A4S 70 GR,207.0,Sheet,Deposit Payment,"300,00",62100.0
151268/JL/UTM/0922,09/01/2022 11:06:00,10001,PHOTO COPY HVS F4/A4S 70 GR,38.0,Sheet,Deposit Payment,"300,00",11400.0
151269/JL/UTM/0922,09/01/2022 11:07:10,10001,PHOTO COPY HVS F4/A4S 70 GR,26.0,Sheet,Deposit Payment,"300,00",7800.0
151271/JL/UTM/0922,09/01/2022 11:10:24,10001,PHOTO COPY HVS F4/A4S 70 GR,66.0,Sheet,Deposit Payment,"300,00",19800.0
151272/JL/UTM/0922,09/01/2022 11:11:41,10001,PHOTO COPY HVS F4/A4S 70 GR,10.0,Sheet,Deposit Payment,"300,00",3000.0
151273/JL/UTM/0922,09/01/2022 11:13:59,10001,PHOTO COPY HVS F4/A4S 70 GR,97.0,Sheet,Deposit Payment,"300,00",29100.0
151275/JL/UTM/0922,09/01/2022 11:21:08,10001,PHOTO COPY HVS F4/A4S 70 GR,513.0,Sheet,Deposit Payment,"250,00",128250.0
151276/JL/UTM/0922,09/01/2022 11:34:59,10001,PHOTO COPY HVS F4/A4S 70 GR,68.0,Sheet,Deposit Payment,"300,00",20400.0
151283/JL/UTM/0922,09/01/2022 13:06:47,10001,PHOTO COPY HVS F4/A4S 70 GR,72.0,Sheet,Deposit Payment,"300,00",21600.0
151287/JL/UTM/0922,09/01/2022 13:32:01,10001,PHOTO COPY HVS F4/A4S 70 GR,109.0,Sheet,Deposit Payment,"250,00",27250.0
151290/JL/UTM/0922,09/01/2022 13:58:49,10001,PHOTO COPY HVS F4/A4S 70 GR,866.0,Sheet,Deposit Payment,"250,00",216500.0
151299/JL/UTM/0922,09/01/2022 14:48:30,10001,PHOTO COPY HVS F4/A4S 70 GR,52.0,Sheet,Deposit Payment,"300,00",15600.0
151300/JL/UTM/0922,09/01/2022 14:48:55,10001,PHOTO COPY HVS F4/A4S 70 GR,28.0,Sheet,Deposit Payment,"300,00",8400.0
151302/JL/UTM/0922,09/01/2022 14:50:15,10001,PHOTO COPY HVS F4/A4S 70 GR,670.0,Sheet,Deposit Payment,"300,00",201000.0
151308/JL/UTM/0922,09/01/2022 15:11:54,10001,PHOTO COPY HVS F4/A4S 70 GR,192.0,Sheet,Deposit Payment,"250,00",48000.0
151310/JL/UTM/0922,09/01/2022 15:14:18,10001,PHOTO COPY HVS F4/A4S 70 GR,200.0,Sheet,Deposit Payment,"250,00",50000.0
151318/JL/UTM/0922,09/01/2022 15:56:59,10001,PHOTO COPY HVS F4/A4S 70 GR,113.0,Sheet,Deposit Payment,"250,00",28250.0
151338/JL/UTM/0922,09/02/2022 09:10:39,10001,PHOTO COPY HVS F4/A4S 70 GR,104.0,Sheet,Deposit Payment,"250,00",26000.0
151340/JL/UTM/0922,09/02/2022 09:16:10,10001,PHOTO COPY HVS F4/A4S 70 GR,640.0,Sheet,Deposit Payment,"300,00",192000.0
151346/JL/UTM/0922,09/02/2022 09:49:25,10001,PHOTO COPY HVS F4/A4S 70 GR,213.0,Sheet,Deposit Payment,"300,00",63900.0
151349/JL/UTM/0922,09/02/2022 10:07:42,10001,PHOTO COPY HVS F4/A4S 70 GR,530.0,Sheet,Deposit Payment,"300,00",159000.0
151350/JL/UTM/0922,09/02/2022 10:19:25,10001,PHOTO COPY HVS F4/A4S 70 GR,1264.0,Sheet,Deposit Payment,"300,00",379200.0
151353/JL/UTM/0922,09/02/2022 10:27:02,10001,PHOTO COPY HVS F4/A4S 70 GR,5.0,Sheet,Deposit Payment,"600,00",3000.0
151361/JL/UTM/0922,09/02/2022 11:10:01,10001,PHOTO COPY HVS F4/A4S 70 GR,210.0,Sheet,Deposit Payment,"250,00",52500.0
151361/JL/UTM/0922,09/02/2022 11:10:01,10001,PHOTO COPY HVS F4/A4S 70 GR,14.0,Sheet,Deposit Payment,"5000,00",70000.0
151362/JL/UTM/0922,09/02/2022 11:23:33,10001,PHOTO COPY HVS F4/A4S 70 GR,12.0,Sheet,Deposit Payment,"250,00",3000.0
151374/JL/UTM/0922,09/02/2022 13:43:07,10001,PHOTO COPY HVS F4/A4S 70 GR,100.0,Sheet,Deposit Payment,"250,00",25000.0
151382/JL/UTM/0922,09/02/2022 14:12:06,10001,PHOTO COPY HVS F4/A4S 70 GR,1.0,Sheet,Deposit Payment,"13500,00",13500.0
151384/JL/UTM/0922,09/02/2022 14:19:10,10001,PHOTO COPY HVS F4/A4S 70 GR,1.0,Sheet,Deposit Payment,"100000,00",100000.0
151387/JL/UTM/0922,09/02/2022 14:42:21,10001,PHOTO COPY HVS F4/A4S 70 GR,220.0,Sheet,Deposit Payment,"300,00",66000.0
151392/JL/UTM/0922,09/02/2022 15:14:06,10001,PHOTO COPY HVS F4/A4S 70 GR,88.0,Sheet,Deposit Payment,"250,00",22000.0
151399/JL/UTM/0922,09/02/2022 16:22:41,10001,PHOTO COPY HVS F4/A4S 70 GR,6.0,Sheet,Deposit Payment,"250,00",1500.0
151405/JL/UTM/0922,09/02/2022 17:06:02,10001,PHOTO COPY HVS F4/A4S 70 GR,8.0,Sheet,Deposit Payment,"3500,00",28000.0
151405/JL/UTM/0922,09/02/2022 17:06:02,10002,PHOTO COPY HVS A3 70 GR,8.0,Sheet,Deposit Payment,"250,00",2000.0
151410/JL/UTM/0922,09/02/2022 17:34:13,10001,PHOTO COPY HVS F4/A4S 70 GR,40.0,Sheet,Deposit Payment,"300,00",12000.0
151412/JL/UTM/0922,09/02/2022 17:38:35,10002,PHOTO COPY HVS A3 70 GR,6.0,Sheet,Deposit Payment,"600,00",3600.0
151413/JL/UTM/0922,09/02/2022 17:40:29,10001,PHOTO COPY HVS F4/A4S 70 GR,2.0,Sheet,Deposit Payment,"3500,00",7000.0
151417/JL/UTM/0922,09/03/2022 09:06:23,10001,PHOTO COPY HVS F4/A4S 70 GR,320.0,Sheet,Deposit Payment,"250,00",80000.0
151434/JL/UTM/0922,09/03/2022 11:26:33,10001,PHOTO COPY HVS F4/A4S 70 GR,4.0,Sheet,Deposit Payment,"250,00",1000.0
151440/JL/UTM/0922,09/03/2022 12:30:37,10001,PHOTO COPY HVS F4/A4S 70 GR,108.0,Sheet,Deposit Payment,"250,00",27000.0
151464/JL/UTM/0922,09/03/2022 14:53:06,10001,PHOTO COPY HVS F4/A4S 70 GR,160.0,Sheet,Deposit Payment,"250,00",40000.0
151470/JL/UTM/0922,09/03/2022 15:25:07,10001,PHOTO COPY HVS F4/A4S 70 GR,200.0,Sheet,Deposit Payment,"250,00",50000.0
151471/JL/UTM/0922,09/03/2022 15:25:45,10001,PHOTO COPY HVS F4/A4S 70 GR,40.0,Sheet,Deposit Payment,"250,00",10000.0
151486/JL/UTM/0922,09/03/2022 16:41:02,10001,PHOTO COPY HVS F4/A4S 70 GR,168.0,Sheet,Deposit Payment,"300,00",50400.0
151492/JL/UTM/0922,09/03/2022 17:27:49,10001,PHOTO COPY HVS F4/A4S 70 GR,16.0,Sheet,Deposit Payment,"250,00",4000.0
151495/JL/UTM/0922,09/05/2022 09:43:51,10001,PHOTO COPY HVS F4/A4S 70 GR,33.0,Sheet,Deposit Payment,"250,00",8250.0
151504/JL/UTM/0922,09/05/2022 10:43:13,10001,PHOTO COPY HVS F4/A4S 70 GR,530.0,Sheet,Deposit Payment,"250,00",132500.0
151507/JL/UTM/0922,09/05/2022 11:11:23,10001,PHOTO COPY HVS F4/A4S 70 GR,5.0,Sheet,Deposit Payment,"250,00",1250.0
151509/JL/UTM/0922,09/05/2022 11:22:21,10001,PHOTO COPY HVS F4/A4S 70 GR,14.0,Sheet,Deposit Payment,"250,00",3500.0
151513/JL/UTM/0922,09/05/2022 11:35:40,10001,PHOTO COPY HVS F4/A4S 70 GR,363.0,Sheet,Deposit Payment,"300,00",108900.0
151528/JL/UTM/0922,09/05/2022 12:54:45,10001,PHOTO COPY HVS F4/A4S 70 GR,300.0,Sheet,Deposit Payment,"250,00",75000.0
151530/JL/UTM/0922,09/05/2022 13:16:04,10001,PHOTO COPY HVS F4/A4S 70 GR,27.0,Sheet,Deposit Payment,"250,00",6750.0
151540/JL/UTM/0922,09/05/2022 13:56:26,10001,PHOTO COPY HVS F4/A4S 70 GR,130.0,Sheet,Deposit Payment,"300,00",39000.0
151543/JL/UTM/0922,09/05/2022 14:09:55,10001,PHOTO COPY HVS F4/A4S 70 GR,336.0,Sheet,Deposit Payment,"250,00",84000.0
151557/JL/UTM/0922,09/05/2022 15:27:14,10001,PHOTO COPY HVS F4/A4S 70 GR,140.0,Sheet,Deposit Payment,"250,00",35000.0
151558/JL/UTM/0922,09/05/2022 15:29:50,10001,PHOTO COPY HVS F4/A4S 70 GR,15.0,Sheet,Deposit Payment,"250,00",3750.0
151566/JL/UTM/0922,09/05/2022 16:35:16,10001,PHOTO COPY HVS F4/A4S 70 GR,37.0,Sheet,Deposit Payment,"300,00",11100.0
151568/JL/UTM/0922,09/05/2022 16:56:08,10001,PHOTO COPY HVS F4/A4S 70 GR,80.0,Sheet,Deposit Payment,"400,00",32000.0
151594/JL/UTM/0922,09/06/2022 09:57:08,10001,PHOTO COPY HVS F4/A4S 70 GR,523.0,Sheet,Deposit Payment,"300,00",156900.0
151603/JL/UTM/0922,09/06/2022 11:03:40,10001,PHOTO COPY HVS F4/A4S 70 GR,1500.0,Sheet,Deposit Payment,"250,00",375000.0
151608/JL/UTM/0922,09/06/2022 11:32:27,10001,PHOTO COPY HVS F4/A4S 70 GR,1530.0,Sheet,Deposit Payment,"300,00",459000.0
151609/JL/UTM/0922,09/06/2022 11:33:19,10001,PHOTO COPY HVS F4/A4S 70 GR,57.0,Sheet,Deposit Payment,"250,00",14250.0
151611/JL/UTM/0922,09/06/2022 11:59:23,10001,PHOTO COPY HVS F4/A4S 70 GR,32.0,Sheet,Deposit Payment,"250,00",8000.0
151612/JL/UTM/0922,09/06/2022 12:05:17,10001,PHOTO COPY HVS F4/A4S 70 GR,20.0,Sheet,Deposit Payment,"250,00",5000.0
151616/JL/UTM/0922,09/06/2022 12:44:13,10001,PHOTO COPY HVS F4/A4S 70 GR,27.0,Sheet,Deposit Payment,"250,00",6750.0
151628/JL/UTM/0922,09/06/2022 14:08:32,10001,PHOTO COPY HVS F4/A4S 70 GR,16.0,Sheet,Deposit Payment,"250,00",4000.0
151630/JL/UTM/0922,09/06/2022 14:20:20,10001,PHOTO COPY HVS F4/A4S 70 GR,118.0,Sheet,Deposit Payment,"300,00",35400.0
151637/JL/UTM/0922,09/06/2022 15:10:56,10001,PHOTO COPY HVS F4/A4S 70 GR,99.0,Sheet,Deposit Payment,"250,00",24750.0
151647/JL/UTM/0922,09/06/2022 16:00:31,10001,PHOTO COPY HVS F4/A4S 70 GR,14.0,Sheet,Deposit Payment,"250,00",3500.0
151648/JL/UTM/0922,09/06/2022 16:09:43,10001,PHOTO COPY HVS F4/A4S 70 GR,96.0,Sheet,Deposit Payment,"250,00",24000.0
151653/JL/UTM/0922,09/06/2022 16:52:31,10001,PHOTO COPY HVS F4/A4S 70 GR,368.0,Sheet,Deposit Payment,"250,00",92000.0
151659/JL/UTM/0922,09/06/2022 17:39:10,10001,PHOTO COPY HVS F4/A4S 70 GR,619.0,Sheet,Deposit Payment,"250,00",154750.0
151683/JL/UTM/0922,09/07/2022 10:08:58,10001,PHOTO COPY HVS F4/A4S 70 GR,16.0,Sheet,Deposit Payment,"250,00",4000.0
151698/JL/UTM/0922,09/07/2022 10:54:55,10001,PHOTO COPY HVS F4/A4S 70 GR,600.0,Sheet,Deposit Payment,"250,00",150000.0
151702/JL/UTM/0922,09/07/2022 10:56:59,10001,PHOTO COPY HVS F4/A4S 70 GR,100.0,Sheet,Deposit Payment,"250,00",25000.0
151703/JL/UTM/0922,09/07/2022 11:00:59,10001,PHOTO COPY HVS F4/A4S 70 GR,252.0,Sheet,Deposit Payment,"300,00",75600.0
151706/JL/UTM/0922,09/07/2022 11:06:17,10001,PHOTO COPY HVS F4/A4S 70 GR,16.0,Sheet,Deposit Payment,"300,00",4800.0
151712/JL/UTM/0922,09/07/2022 11:20:20,10001,PHOTO COPY HVS F4/A4S 70 GR,72.0,Sheet,Deposit Payment,"250,00",18000.0
151715/JL/UTM/0922,09/07/2022 11:46:44,10001,PHOTO COPY HVS F4/A4S 70 GR,48.0,Sheet,Deposit Payment,"300,00",14400.0
151723/JL/UTM/0922,09/07/2022 12:26:43,10001,PHOTO COPY HVS F4/A4S 70 GR,35.0,Sheet,Deposit Payment,"250,00",8750.0
151725/JL/UTM/0922,09/07/2022 12:35:08,10001,PHOTO COPY HVS F4/A4S 70 GR,98.0,Sheet,Deposit Payment,"250,00",24500.0
151727/JL/UTM/0922,09/07/2022 13:31:12,10001,PHOTO COPY HVS F4/A4S 70 GR,8.0,Sheet,Deposit Payment,"250,00",2000.0
151730/JL/UTM/0922,09/07/2022 13:51:25,10001,PHOTO COPY HVS F4/A4S 70 GR,103.0,Sheet,Deposit Payment,"250,00",25750.0
151738/JL/UTM/0922,09/07/2022 14:52:03,10001,PHOTO COPY HVS F4/A4S 70 GR,24.0,Sheet,Deposit Payment,"300,00",7200.0
151746/JL/UTM/0922,09/07/2022 15:06:31,10001,PHOTO COPY HVS F4/A4S 70 GR,134.0,Sheet,Deposit Payment,"300,00",40200.0
151762/JL/UTM/0922,09/07/2022 17:19:49,10001,PHOTO COPY HVS F4/A4S 70 GR,33.0,Sheet,Deposit Payment,"250,00",8250.0
151768/JL/UTM/0922,09/08/2022 09:39:47,10001,PHOTO COPY HVS F4/A4S 70 GR,9.0,Sheet,Deposit Payment,"250,00",2250.0
151774/JL/UTM/0922,09/08/2022 09:56:41,10001,PHOTO COPY HVS F4/A4S 70 GR,90.0,Sheet,Deposit Payment,"250,00",22500.0
151776/JL/UTM/0922,09/08/2022 10:22:02,10001,PHOTO COPY HVS F4/A4S 70 GR,283.0,Sheet,Deposit Payment,"250,00",70750.0
151776/JL/UTM/0922,09/08/2022 10:22:02,10002,PHOTO COPY HVS A3 70 GR,9.0,Sheet,Deposit Payment,"600,00",5400.0
151777/JL/UTM/0922,09/08/2022 10:31:11,10001,PHOTO COPY HVS F4/A4S 70 GR,164.0,Sheet,Deposit Payment,"250,00",41000.0
151783/JL/UTM/0922,09/08/2022 10:48:37,10001,PHOTO COPY HVS F4/A4S 70 GR,52.0,Sheet,Deposit Payment,"250,00",13000.0
151794/JL/UTM/0922,09/08/2022 12:16:33,10001,PHOTO COPY HVS F4/A4S 70 GR,15.0,Sheet,Deposit Payment,"300,00",4500.0
151806/JL/UTM/0922,09/08/2022 13:29:56,10001,PHOTO COPY HVS F4/A4S 70 GR,8.0,Sheet,Deposit Payment,"250,00",2000.0
151808/JL/UTM/0922,09/08/2022 13:53:15,10001,PHOTO COPY HVS F4/A4S 70 GR,52.0,Sheet,Deposit Payment,"250,00",13000.0
151809/JL/UTM/0922,09/08/2022 13:57:33,10001,PHOTO COPY HVS F4/A4S 70 GR,40.0,Sheet,Deposit Payment,"250,00",10000.0
151810/JL/UTM/0922,09/08/2022 14:19:08,10001,PHOTO COPY HVS F4/A4S 70 GR,135.0,Sheet,Deposit Payment,"250,00",33750.0
151824/JL/UTM/0922,09/08/2022 15:49:46,10001,PHOTO COPY HVS F4/A4S 70 GR,22.0,Sheet,Deposit Payment,"250,00",5500.0
151830/JL/UTM/0922,09/08/2022 16:40:00,10001,PHOTO COPY HVS F4/A4S 70 GR,306.0,Sheet,Deposit Payment,"250,00",76500.0
151839/JL/UTM/0922,09/08/2022 17:17:55,10001,PHOTO COPY HVS F4/A4S 70 GR,9.0,Sheet,Deposit Payment,"250,00",2250.0
151846/JL/UTM/0922,09/09/2022 08:51:25,10001,PHOTO COPY HVS F4/A4S 70 GR,2.0,Sheet,Deposit Payment,"250,00",500.0
151855/JL/UTM/0922,09/09/2022 10:10:17,10001,PHOTO COPY HVS F4/A4S 70 GR,1.0,Sheet,Deposit Payment,"29000,00",29000.0
151859/JL/UTM/0922,09/09/2022 10:41:20,10001,PHOTO COPY HVS F4/A4S 70 GR,128.0,Sheet,Deposit Payment,"300,00",38400.0
151860/JL/UTM/0922,09/09/2022 10:42:08,10001,PHOTO COPY HVS F4/A4S 70 GR,48.0,Sheet,Deposit Payment,"300,00",14400.0
151861/JL/UTM/0922,09/09/2022 10:43:10,10001,PHOTO COPY HVS F4/A4S 70 GR,34.0,Sheet,Deposit Payment,"300,00",10200.0
151870/JL/UTM/0922,09/09/2022 12:29:02,10001,PHOTO COPY HVS F4/A4S 70 GR,1.0,Sheet,Deposit Payment,"15000,00",15000.0
151871/JL/UTM/0922,09/09/2022 12:33:14,10001,PHOTO COPY HVS F4/A4S 70 GR,93.0,Sheet,Deposit Payment,"250,00",23250.0
151873/JL/UTM/0922,09/09/2022 12:41:57,10001,PHOTO COPY HVS F4/A4S 70 GR,98.0,Sheet,Deposit Payment,"250,00",24500.0
151880/JL/UTM/0922,09/09/2022 13:38:03,10001,PHOTO COPY HVS F4/A4S 70 GR,10.0,Sheet,Deposit Payment,"250,00",2500.0
151883/JL/UTM/0922,09/09/2022 13:50:30,10001,PHOTO COPY HVS F4/A4S 70 GR,22.0,Sheet,Deposit Payment,"300,00",6600.0
151886/JL/UTM/0922,09/09/2022 13:56:11,10001,PHOTO COPY HVS F4/A4S 70 GR,6.0,Sheet,Deposit Payment,"250,00",1500.0
151891/JL/UTM/0922,09/09/2022 14:17:54,10001,PHOTO COPY HVS F4/A4S 70 GR,26.0,Sheet,Deposit Payment,"300,00",7800.0
151895/JL/UTM/0922,09/09/2022 14:31:56,10001,PHOTO COPY HVS F4/A4S 70 GR,118.0,Sheet,Deposit Payment,"250,00",29500.0
151898/JL/UTM/0922,09/09/2022 14:40:48,10001,PHOTO COPY HVS F4/A4S 70 GR,282.0,Sheet,Deposit Payment,"300,00",84600.0
151903/JL/UTM/0922,09/09/2022 15:09:33,10001,PHOTO COPY HVS F4/A4S 70 GR,1491.0,Sheet,Deposit Payment,"300,00",447300.0
151913/JL/UTM/0922,09/09/2022 16:12:10,10001,PHOTO COPY HVS F4/A4S 70 GR,543.0,Sheet,Deposit Payment,"250,00",135750.0
151927/JL/UTM/0922,09/09/2022 17:28:31,10001,PHOTO COPY HVS F4/A4S 70 GR,400.0,Sheet,Deposit Payment,"250,00",100000.0
151931/JL/UTM/0922,09/10/2022 10:07:35,10001,PHOTO COPY HVS F4/A4S 70 GR,242.0,Sheet,Deposit Payment,"250,00",60500.0
151934/JL/UTM/0922,09/10/2022 10:27:54,10001,PHOTO COPY HVS F4/A4S 70 GR,2267.0,Sheet,Deposit Payment,"250,00",566750.0
151935/JL/UTM/0922,09/10/2022 10:28:16,10001,PHOTO COPY HVS F4/A4S 70 GR,60.0,Sheet,Deposit Payment,"250,00",15000.0
151937/JL/UTM/0922,09/10/2022 10:38:18,10001,PHOTO COPY HVS F4/A4S 70 GR,2.0,Sheet,Deposit Payment,"20000,00",40000.0
151947/JL/UTM/0922,09/10/2022 12:45:43,10001,PHOTO COPY HVS F4/A4S 70 GR,31.0,Sheet,Deposit Payment,"250,00",7750.0
151956/JL/UTM/0922,09/10/2022 14:59:44,10001,PHOTO COPY HVS F4/A4S 70 GR,300.0,Sheet,Deposit Payment,"250,00",75000.0
151969/JL/UTM/0922,09/10/2022 16:41:35,10001,PHOTO COPY HVS F4/A4S 70 GR,1500.0,Sheet,Deposit Payment,"300,00",450000.0
151978/JL/UTM/0922,09/10/2022 17:48:13,10001,PHOTO COPY HVS F4/A4S 70 GR,510.0,Sheet,Deposit Payment,"300,00",153000.0
151981/JL/UTM/0922,09/12/2022 09:38:04,10001,PHOTO COPY HVS F4/A4S 70 GR,1200.0,Sheet,Deposit Payment,"250,00",300000.0
151989/JL/UTM/0922,09/12/2022 10:04:15,10001,PHOTO COPY HVS F4/A4S 70 GR,267.0,Sheet,Deposit Payment,"300,00",80100.0
151990/JL/UTM/0922,09/12/2022 10:08:34,10001,PHOTO COPY HVS F4/A4S 70 GR,16.0,Sheet,Deposit Payment,"250,00",4000.0
151993/JL/UTM/0922,09/12/2022 10:36:03,10001,PHOTO COPY HVS F4/A4S 70 GR,164.0,Sheet,Deposit Payment,"300,00",49200.0
151995/JL/UTM/0922,09/12/2022 10:52:19,10001,PHOTO COPY HVS F4/A4S 70 GR,90.0,Sheet,Deposit Payment,"250,00",22500.0
152000/JL/UTM/0922,09/12/2022 11:06:57,10001,PHOTO COPY HVS F4/A4S 70 GR,1.0,Sheet,Deposit Payment,"3500,00",3500.0
152006/JL/UTM/0922,09/12/2022 11:44:22,10001,PHOTO COPY HVS F4/A4S 70 GR,14.0,Sheet,Deposit Payment,"300,00",4200.0
152007/JL/UTM/0922,09/12/2022 11:46:39,10001,PHOTO COPY HVS F4/A4S 70 GR,560.0,Sheet,Deposit Payment,"250,00",140000.0
152009/JL/UTM/0922,09/12/2022 11:56:42,10001,PHOTO COPY HVS F4/A4S 70 GR,91.0,Sheet,Deposit Payment,"250,00",22750.0
152012/JL/UTM/0922,09/12/2022 12:10:34,10001,PHOTO COPY HVS F4/A4S 70 GR,112.0,Sheet,Deposit Payment,"250,00",28000.0
152015/JL/UTM/0922,09/12/2022 12:33:59,10001,PHOTO COPY HVS F4/A4S 70 GR,45.0,Sheet,Deposit Payment,"300,00",13500.0
152018/JL/UTM/0922,09/12/2022 12:49:51,10001,PHOTO COPY HVS F4/A4S 70 GR,500.0,Sheet,Deposit Payment,"250,00",125000.0
152040/JL/UTM/0922,09/12/2022 14:27:47,10001,PHOTO COPY HVS F4/A4S 70 GR,264.0,Sheet,Deposit Payment,"300,00",79200.0
152041/JL/UTM/0922,09/12/2022 14:30:55,10001,PHOTO COPY HVS F4/A4S 70 GR,258.0,Sheet,Deposit Payment,"250,00",64500.0
152044/JL/UTM/0922,09/12/2022 14:41:07,10001,PHOTO COPY HVS F4/A4S 70 GR,13.0,Sheet,Deposit Payment,"250,00",3250.0
152050/JL/UTM/0922,09/12/2022 15:38:52,10001,PHOTO COPY HVS F4/A4S 70 GR,65.0,Sheet,Deposit Payment,"250,00",16250.0
152064/JL/UTM/0922,09/12/2022 16:29:28,10001,PHOTO COPY HVS F4/A4S 70 GR,84.0,Sheet,Deposit Payment,"250,00",21000.0
152068/JL/UTM/0922,09/12/2022 16:39:34,10001,PHOTO COPY HVS F4/A4S 70 GR,8.0,Sheet,Deposit Payment,"250,00",2000.0
152069/JL/UTM/0922,09/12/2022 16:39:58,10001,PHOTO COPY HVS F4/A4S 70 GR,8.0,Sheet,Deposit Payment,"250,00",2000.0
152070/JL/UTM/0922,09/12/2022 16:48:58,10001,PHOTO COPY HVS F4/A4S 70 GR,1.0,Sheet,Deposit Payment,"3000,00",3000.0
152080/JL/UTM/0922,09/12/2022 17:33:26,10001,PHOTO COPY HVS F4/A4S 70 GR,49.0,Sheet,Deposit Payment,"250,00",12250.0
152086/JL/UTM/0922,09/13/2022 09:41:50,10001,PHOTO COPY HVS F4/A4S 70 GR,35.0,Sheet,Deposit Payment,"250,00",8750.0
